# Iterations, training_loss
0.000000000000000000e+00,9.416116029024124146e-02
5.217391304347826008e+03,3.276560828089714050e-02
1.043478260869565202e+04,2.653140388429164886e-02
1.565217391304347802e+04,8.787173777818679810e-03
2.086956521739130403e+04,5.385845433920621872e-03
2.608695652173912822e+04,2.939021214842796326e-03
3.130434782608695605e+04,2.608729060739278793e-03
3.652173913043478387e+04,1.191130490042269230e-03
4.173913043478260806e+04,4.333320830482989550e-04
4.695652173913043225e+04,5.764782545156776905e-04
5.217391304347825644e+04,4.108294378966093063e-04
5.739130434782608791e+04,1.239556237123906612e-03
6.260869565217391209e+04,1.021389107336290181e-05
6.782608695652174356e+04,1.417799376213224605e-05
7.304347826086956775e+04,2.807483251672238111e-04
7.826086956521739194e+04,1.196548924781382084e-03
8.347826086956521613e+04,9.226798169947869610e-07
8.869565217391304031e+04,6.716342177242040634e-04
9.391304347826086450e+04,1.139218397838703822e-06
9.913043478260868869e+04,2.720602424233220518e-06
1.043478260869565129e+05,4.756868747790576890e-06
1.095652173913043516e+05,5.560675053857266903e-04
1.147826086956521758e+05,2.821606176439672709e-04
1.200000000000000000e+05,3.171478747390210629e-04
