# Iterations, training_loss
0.000000000000000000e+00,2.890310622751712799e-02
5.217391304347826008e+03,1.073945034295320511e-02
1.043478260869565202e+04,3.911034204065799713e-03
1.565217391304347802e+04,2.077991608530282974e-03
2.086956521739130403e+04,3.662648843601346016e-03
2.608695652173912822e+04,2.573247067630290985e-03
3.130434782608695605e+04,2.527199918404221535e-03
3.652173913043478387e+04,2.510845893993973732e-03
4.173913043478260806e+04,1.394609920680522919e-03
4.695652173913043225e+04,1.397093408741056919e-03
5.217391304347825644e+04,1.389276701956987381e-03
5.739130434782608791e+04,2.504068892449140549e-03
6.260869565217391209e+04,2.504686359316110611e-03
6.782608695652174356e+04,3.079243237152695656e-03
7.304347826086956775e+04,1.389665412716567516e-03
7.826086956521739194e+04,1.945171155966818333e-03
8.347826086956521613e+04,2.795362670440226793e-04
8.869565217391304031e+04,1.667119446210563183e-03
9.391304347826086450e+04,2.783354138955473900e-03
9.913043478260868869e+04,1.111583784222602844e-03
1.043478260869565129e+05,1.388904638588428497e-03
1.095652173913043516e+05,1.111928024329245090e-03
1.147826086956521758e+05,2.500980161130428314e-03
1.200000000000000000e+05,8.333661826327443123e-04
