# Iterations, training_loss
0.000000000000000000e+00,2.335878908634185791e-01
3.200000000000000000e+03,2.899090573191642761e-02
6.400000000000000000e+03,7.188401650637388229e-03
9.600000000000000000e+03,3.162329085171222687e-03
1.280000000000000000e+04,1.068001613020896912e-03
1.600000000000000000e+04,3.912593529094010592e-04
1.920000000000000000e+04,1.429752010153606534e-04
2.240000000000000000e+04,5.139815766597166657e-05
2.560000000000000000e+04,4.850119694310706109e-06
2.880000000000000000e+04,1.074715601134812459e-05
3.200000000000000000e+04,4.897203325526788831e-06
3.520000000000000000e+04,4.149295307342981687e-07
3.840000000000000000e+04,1.255796291843580548e-06
4.160000000000000000e+04,1.727371596871307702e-07
4.480000000000000000e+04,3.147472682485386031e-07
4.800000000000000000e+04,2.171490791624819394e-07
