# Iterations, training_loss
0.000000000000000000e+00,1.028141826391220093e-01
1.956521739130434753e+03,6.678780913352966309e-02
3.913043478260869506e+03,3.476577252149581909e-02
5.869565217391304031e+03,3.469463810324668884e-02
7.826086956521739012e+03,2.553422935307025909e-02
9.782608695652173992e+03,1.730990596115589142e-02
1.173913043478260806e+04,1.256203185766935349e-02
1.369565217391304395e+04,8.897761814296245575e-03
1.565217391304347802e+04,1.320336130447685719e-03
1.760869565217391209e+04,1.579822739586234093e-03
1.956521739130434798e+04,5.701744230464100838e-04
2.152173913043478387e+04,2.746625803411006927e-03
2.347826086956521613e+04,1.219537152792327106e-04
2.543478260869565202e+04,7.669352344237267971e-04
2.739130434782608791e+04,3.548480744939297438e-04
2.934782608695652016e+04,3.282375982962548733e-04
3.130434782608695605e+04,3.955876454710960388e-04
3.326086956521739194e+04,5.762979853898286819e-04
3.521739130434782419e+04,3.121263871435075998e-04
3.717391304347826372e+04,2.556558683863840997e-05
3.913043478260869597e+04,9.031780646182596684e-04
4.108695652173912822e+04,4.533932587946765125e-05
4.304347826086956775e+04,1.123134643421508372e-04
4.500000000000000000e+04,2.020541978708934039e-05
