# Iterations, training_loss
0.000000000000000000e+00,2.979303896427154541e-02
5.217391304347826008e+03,1.043943688273429871e-02
1.043478260869565202e+04,5.834624171257019043e-03
1.565217391304347802e+04,2.819565823301672935e-03
2.086956521739130403e+04,4.234166815876960754e-03
2.608695652173912822e+04,3.213079646229743958e-03
3.130434782608695605e+04,1.718643587082624435e-03
3.652173913043478387e+04,2.224660944193601608e-03
4.173913043478260806e+04,2.778016729280352592e-03
4.695652173913043225e+04,2.500056289136409760e-03
5.217391304347825644e+04,2.500045113265514374e-03
5.739130434782608791e+04,1.944905263371765614e-03
6.260869565217391209e+04,2.505685435608029366e-03
6.782608695652174356e+04,2.222241600975394249e-03
7.304347826086956775e+04,1.390607212670147419e-03
7.826086956521739194e+04,1.388892647810280323e-03
8.347826086956521613e+04,1.944455201737582684e-03
8.869565217391304031e+04,1.668022945523262024e-03
9.391304347826086450e+04,2.222227398306131363e-03
9.913043478260868869e+04,1.111113233491778374e-03
1.043478260869565129e+05,1.388952601701021194e-03
1.095652173913043516e+05,1.388932927511632442e-03
1.147826086956521758e+05,2.222914481535553932e-03
1.200000000000000000e+05,1.666711759753525257e-03
