# Iterations, training_loss
0.000000000000000000e+00,1.572182625532150269e-01
7.666666666666666288e+02,1.374868452548980713e-01
1.533333333333333258e+03,1.181056722998619080e-01
2.300000000000000000e+03,9.846679121255874634e-02
3.066666666666666515e+03,1.169402748346328735e-01
3.833333333333333030e+03,8.091680705547332764e-02
4.600000000000000000e+03,1.124597191810607910e-01
5.366666666666666060e+03,9.984734654426574707e-02
6.133333333333333030e+03,9.266388416290283203e-02
6.900000000000000000e+03,9.848431497812271118e-02
7.666666666666666060e+03,8.244547992944717407e-02
8.433333333333332121e+03,8.623474091291427612e-02
9.200000000000000000e+03,8.134043216705322266e-02
9.966666666666666060e+03,7.816751301288604736e-02
1.073333333333333212e+04,7.164191454648971558e-02
1.150000000000000000e+04,6.501337885856628418e-02
1.226666666666666606e+04,6.087454035878181458e-02
1.303333333333333212e+04,5.972414836287498474e-02
1.380000000000000000e+04,5.080521479249000549e-02
1.456666666666666606e+04,5.379041656851768494e-02
1.533333333333333212e+04,5.348365753889083862e-02
1.610000000000000000e+04,5.071968212723731995e-02
1.686666666666666424e+04,3.946356102824211121e-02
1.763333333333333212e+04,4.130647704005241394e-02
1.840000000000000000e+04,3.835291042923927307e-02
1.916666666666666424e+04,4.037897661328315735e-02
1.993333333333333212e+04,1.669252291321754456e-02
2.070000000000000000e+04,3.511475026607513428e-02
2.146666666666666424e+04,3.411857783794403076e-02
2.223333333333333212e+04,3.192123025655746460e-02
2.300000000000000000e+04,3.062149137258529663e-02
2.376666666666666424e+04,1.305313594639301300e-02
2.453333333333333212e+04,2.073447406291961670e-02
2.530000000000000000e+04,2.755642868578433990e-02
2.606666666666666424e+04,1.390717551112174988e-02
2.683333333333333212e+04,1.204753480851650238e-02
2.760000000000000000e+04,1.104417908936738968e-02
2.836666666666666424e+04,1.628534868359565735e-02
2.913333333333333212e+04,1.377395726740360260e-02
2.990000000000000000e+04,8.711013011634349823e-03
3.066666666666666424e+04,1.923158764839172363e-02
3.143333333333333212e+04,1.522724609822034836e-02
3.220000000000000000e+04,8.055119775235652924e-03
3.296666666666666424e+04,6.445152219384908676e-03
3.373333333333332848e+04,6.548323202878236771e-03
3.450000000000000000e+04,5.159752443432807922e-03
