# Iterations, training_loss
0.000000000000000000e+00,2.820807397365570068e-01
3.136363636363636488e+03,2.058275789022445679e-02
6.272727272727272975e+03,5.089633166790008545e-03
9.409090909090909918e+03,2.456125104799866676e-03
1.254545454545454595e+04,1.217387500219047070e-03
1.568181818181818198e+04,9.136482258327305317e-04
1.881818181818181984e+04,7.341290474869310856e-04
2.195454545454545587e+04,4.409294051583856344e-04
2.509090909090909190e+04,3.269661392550915480e-04
2.822727272727272793e+04,3.136815503239631653e-04
3.136363636363636397e+04,3.053988330066204071e-04
3.450000000000000000e+04,3.011700173374265432e-04
3.763636363636363967e+04,3.010888758581131697e-04
4.077272727272727207e+04,3.005287144333124161e-04
4.390909090909091174e+04,2.005023852689191699e-04
4.704545454545454413e+04,2.002161199925467372e-04
5.018181818181818380e+04,2.002185792662203312e-04
5.331818181818182347e+04,2.001320244744420052e-04
5.645454545454545587e+04,2.001847897190600634e-04
5.959090909090909554e+04,2.000511594815179706e-04
6.272727272727272793e+04,2.000177337322384119e-04
6.586363636363636761e+04,2.000130334636196494e-04
6.900000000000000000e+04,2.000607637455686927e-04
