# Iterations, training_loss
0.000000000000000000e+00,2.183629898354411125e-03
5.128205128205127949e+03,8.592092199251055717e-04
1.025641025641025590e+04,6.540423491969704628e-04
1.538461538461538294e+04,6.007689516991376877e-04
2.051282051282051179e+04,5.009016022086143494e-04
2.564102564102564065e+04,5.024150596000254154e-04
3.076923076923076587e+04,5.001772078685462475e-04
3.589743589743589837e+04,4.032918950542807579e-04
4.102564102564102359e+04,4.018007603008300066e-04
4.615384615384614881e+04,4.013072466477751732e-04
5.128205128205128131e+04,4.005164082627743483e-04
5.641025641025640653e+04,4.001419583801180124e-04
6.153846153846153175e+04,4.000553453806787729e-04
6.666666666666665697e+04,4.000199551228433847e-04
7.179487179487179674e+04,4.000138724222779274e-04
7.692307692307692196e+04,4.000097687821835279e-04
8.205128205128204718e+04,4.000078479293733835e-04
8.717948717948717240e+04,4.000070039182901382e-04
9.230769230769229762e+04,4.000063927378505468e-04
9.743589743589743739e+04,4.000057524535804987e-04
1.025641025641025626e+05,4.000053449999541044e-04
1.076923076923076878e+05,4.000047629233449697e-04
1.128205128205128131e+05,4.000036278739571571e-04
1.179487179487179383e+05,4.000010376330465078e-04
1.230769230769230635e+05,4.000011249445378780e-04
1.282051282051282033e+05,4.000011249445378780e-04
1.333333333333333139e+05,4.000012413598597050e-04
1.384615384615384683e+05,4.000013286713510752e-04
1.435897435897435935e+05,4.000012704636901617e-04
1.487179487179487187e+05,4.000008339062333107e-04
1.538461538461538439e+05,4.000013286713510752e-04
1.589743589743589691e+05,4.000013286713510752e-04
1.641025641025640944e+05,4.000018525402992964e-04
1.692307692307692196e+05,4.000013286713510752e-04
1.743589743589743448e+05,4.000015615019947290e-04
1.794871794871794700e+05,4.000013286713510752e-04
1.846153846153845952e+05,4.000013868790119886e-04
1.897435897435897205e+05,4.000012704636901617e-04
1.948717948717948748e+05,4.000012413598597050e-04
2.000000000000000000e+05,4.000010958407074213e-04
