# Iterations, training_loss
0.000000000000000000e+00,1.186371073126792908e-01
5.227272727272727025e+03,2.997090341523289680e-03
1.045454545454545405e+04,1.202056417241692543e-03
1.568181818181818016e+04,7.031009299680590630e-04
2.090909090909090810e+04,6.009705248288810253e-04
2.613636363636363603e+04,5.016587674617767334e-04
3.136363636363636033e+04,5.000544479116797447e-04
3.659090909090908826e+04,5.001642857678234577e-04
4.181818181818181620e+04,5.000702221877872944e-04
4.704545454545454413e+04,5.000422243028879166e-04
5.227272727272727207e+04,5.000025848858058453e-04
5.750000000000000000e+04,5.000213277526199818e-04
6.272727272727272066e+04,5.000173696316778660e-04
6.795454545454545587e+04,5.000146920792758465e-04
7.318181818181817653e+04,5.000134115107357502e-04
7.840909090909091174e+04,5.000118399038910866e-04
8.363636363636363239e+04,5.000105593353509903e-04
8.886363636363635305e+04,5.000096280127763748e-04
9.409090909090908826e+04,5.000087548978626728e-04
9.931818181818180892e+04,5.000081146135926247e-04
1.045454545454545441e+05,5.000075325369834900e-04
1.097727272727272648e+05,5.000069504603743553e-04
1.150000000000000000e+05,5.000065430067479610e-04
