# Iterations, training_loss
0.000000000000000000e+00,2.464988678693771362e-01
3.115384615384615245e+04,1.484169661998748779e-01
6.230769230769230489e+04,3.265894576907157898e-02
9.346153846153845370e+04,3.497830405831336975e-02
1.246153846153846098e+05,1.069015264511108398e-02
1.557692307692307513e+05,3.820818383246660233e-03
1.869230769230769074e+05,2.082936225633602589e-05
2.180769230769230635e+05,3.814106094068847597e-05
2.492307692307692196e+05,3.368006437085568905e-04
2.803846153846153757e+05,3.419276908971369267e-04
3.115384615384615026e+05,2.413725480437278748e-03
3.426923076923076878e+05,6.875110557302832603e-05
3.738461538461538148e+05,2.001227997243404388e-02
4.050000000000000000e+05,1.009587477892637253e-02
4.361538461538461270e+05,1.013058423995971680e-02
4.673076923076923122e+05,1.084472569345962256e-05
4.984615384615384392e+05,2.209046942880377173e-04
5.296153846153846243e+05,5.879320669919252396e-04
5.607692307692307513e+05,7.260635902639478445e-05
5.919230769230768783e+05,1.001517660915851593e-02
6.230769230769230053e+05,5.257317752693779767e-05
6.542307692307692487e+05,1.005090121179819107e-02
6.853846153846153757e+05,1.013636589050292969e-02
7.165384615384615026e+05,2.433548615954350680e-06
7.476923076923076296e+05,1.805468855309300125e-05
7.788461538461537566e+05,8.530053310096263885e-04
8.100000000000000000e+05,1.863392753875814378e-05
