# Iterations, training_loss
0.000000000000000000e+00,2.524013817310333252e-01
3.230769230769230944e+03,3.759848326444625854e-02
6.461538461538461888e+03,1.277469750493764877e-02
9.692307692307693287e+03,1.802298706024885178e-03
1.292307692307692378e+04,2.007371513172984123e-03
1.615384615384615427e+04,1.125540584325790405e-03
1.938461538461538657e+04,5.206676432862877846e-04
2.261538461538461706e+04,2.509476616978645325e-04
2.584615384615384755e+04,1.788804802345111966e-04
2.907692307692307804e+04,1.520695223007351160e-04
3.230769230769230853e+04,1.323692413279786706e-04
3.553846153846153902e+04,1.154159544967114925e-04
3.876923076923077315e+04,1.087871496565639973e-04
4.200000000000000000e+04,6.774206212867284194e-06
