# Iterations, training_loss
0.000000000000000000e+00,1.455676406621932983e-01
1.956521739130434753e+03,1.006700843572616577e-01
3.913043478260869506e+03,7.187521457672119141e-02
5.869565217391304031e+03,5.151917040348052979e-02
7.826086956521739012e+03,3.853932023048400879e-02
9.782608695652173992e+03,3.259563446044921875e-02
1.173913043478260806e+04,1.495587453246116638e-02
1.369565217391304395e+04,1.770712062716484070e-02
1.565217391304347802e+04,4.714433103799819946e-03
1.760869565217391209e+04,4.105757921934127808e-03
1.956521739130434798e+04,5.119024310261011124e-03
2.152173913043478387e+04,3.817935008555650711e-03
2.347826086956521613e+04,4.051802679896354675e-04
2.543478260869565202e+04,8.210251107811927795e-04
2.739130434782608791e+04,1.774715608917176723e-03
2.934782608695652016e+04,2.132858615368604660e-03
3.130434782608695605e+04,7.002098136581480503e-04
3.326086956521739194e+04,7.954400643939152360e-05
3.521739130434782419e+04,2.587607596069574356e-04
3.717391304347826372e+04,3.040956216864287853e-04
3.913043478260869597e+04,2.996504772454500198e-04
4.108695652173912822e+04,3.045362827833741903e-04
4.304347826086956775e+04,3.398410626687109470e-04
4.500000000000000000e+04,1.282091980101540685e-04
