# Iterations, training_loss
0.000000000000000000e+00,2.942012846469879150e-01
3.093750000000000000e+03,7.950416207313537598e-02
6.187500000000000000e+03,3.434107825160026550e-02
9.281250000000000000e+03,1.818209514021873474e-02
1.237500000000000000e+04,1.000604126602411270e-02
1.546875000000000000e+04,6.746644619852304459e-03
1.856250000000000000e+04,4.638422746211290359e-03
2.165625000000000000e+04,3.441587090492248535e-03
2.475000000000000000e+04,2.375429728999733925e-03
2.784375000000000000e+04,1.537922304123640060e-03
3.093750000000000000e+04,1.407077652402222157e-03
3.403125000000000000e+04,1.187973772175610065e-03
3.712500000000000000e+04,1.014517969451844692e-03
4.021875000000000000e+04,1.133421668782830238e-03
4.331250000000000000e+04,1.087535056285560131e-03
4.640625000000000000e+04,1.057790941558778286e-03
4.950000000000000000e+04,1.031835330650210381e-03
5.259375000000000000e+04,1.019194722175598145e-03
5.568750000000000000e+04,9.011488873511552811e-04
5.878125000000000000e+04,8.164315950125455856e-04
6.187500000000000000e+04,7.075709872879087925e-04
6.496875000000000000e+04,6.093362462706863880e-04
6.806250000000000000e+04,6.084757624194025993e-04
7.115625000000000000e+04,6.004605093039572239e-04
7.425000000000000000e+04,6.036616978235542774e-04
7.734375000000000000e+04,6.024902104400098324e-04
8.043750000000000000e+04,6.016732077114284039e-04
8.353125000000000000e+04,5.013915942981839180e-04
8.662500000000000000e+04,5.012208712287247181e-04
8.971875000000000000e+04,5.009053274989128113e-04
9.281250000000000000e+04,5.006666178815066814e-04
9.590625000000000000e+04,5.000412929803133011e-04
9.900000000000000000e+04,5.000413511879742146e-04
